2023-03-14 22:21:21,57,71.6
2023-03-14 22:30:05,57,71.6
2023-03-14 23:00:06,57,71.6
2023-03-14 23:30:08,57,71.6
2023-03-15 00:00:11,56,71.6
2023-03-15 00:30:12,56,71.6
2023-03-15 19:55:07,54,69.80000000000001
2023-03-15 20:25:11,54,71.6
2023-03-15 20:55:12,52,71.6
2023-03-15 21:25:14,52,71.6
2023-03-15 21:55:15,52,71.6
2023-03-15 22:25:16,51,71.6
2023-03-15 22:55:18,50,71.6
2023-03-15 23:25:22,50,71.6
2023-03-15 23:55:26,49,71.6
2023-03-16 00:25:27,48,71.6
2023-03-16 00:55:28,48,71.6
2023-03-16 01:25:29,48,71.6
2023-03-16 01:55:30,48,69.80000000000001
2023-03-16 02:25:32,47,69.80000000000001
2023-03-16 02:55:33,47,69.80000000000001
2023-03-16 03:25:34,47,69.80000000000001
2023-03-16 03:55:35,47,69.80000000000001
2023-03-16 04:25:36,47,69.80000000000001
2023-03-16 04:55:37,47,69.80000000000001
2023-03-16 05:25:39,47,68.0
2023-03-16 05:55:40,47,68.0
2023-03-16 06:25:41,47,68.0
2023-03-16 06:55:42,47,68.0
2023-03-16 07:25:44,48,68.0
2023-03-16 07:55:45,48,68.0
2023-03-16 08:25:46,52,68.0
2023-03-16 08:55:47,52,68.0
2023-03-16 09:25:49,55,69.80000000000001
2023-03-16 12:16:33,59,73.4
2023-03-17 16:22:06,61,73.4
2023-03-17 16:22:17,61,73.4
2023-03-17 16:48:48,61,73.4
2023-03-17 16:48:59,61,73.4
2023-03-17 16:49:10,61,73.4
2023-03-17 16:49:21,61,73.4
2023-03-17 16:49:32,61,73.4
2023-03-17 16:49:43,61,73.4
2023-03-17 16:49:54,61,73.4
2023-03-17 16:50:04,61,73.4
2023-03-17 16:50:15,61,73.4
2023-03-17 16:50:26,61,73.4
2023-03-17 16:50:38,61,73.4
2023-03-17 16:50:51,61,73.4
2023-03-17 16:51:04,61,73.4
2023-03-17 16:51:16,61,73.4
2023-03-17 16:51:26,61,73.4
2023-03-17 21:56:00,54,73.4
2023-03-17 21:56:11,54,73.4
2023-03-17 21:56:22,54,73.4
2023-03-17 21:56:33,54,73.4
2023-03-17 21:56:44,54,73.4
2023-03-17 21:56:55,54,73.4
2023-03-17 21:57:06,54,73.4
2023-03-17 21:57:17,54,73.4
2023-03-17 21:57:28,54,73.4
2023-03-17 21:57:39,54,73.4
2023-03-17 21:57:51,54,73.4
2023-03-17 21:58:02,54,73.4
2023-03-17 21:58:13,54,73.4
2023-03-17 21:58:24,54,73.4
2023-03-17 21:58:35,54,73.4
2023-03-17 21:58:46,54,73.4
2023-03-17 21:58:59,54,73.4
2023-03-17 21:59:10,54,73.4
2023-03-17 21:59:21,54,73.4
2023-03-17 21:59:32,54,73.4
2023-03-17 21:59:43,54,73.4
2023-03-17 21:59:54,54,73.4
2023-03-17 22:00:05,54,73.4
2023-03-17 22:00:16,54,73.4
2023-03-17 22:00:27,54,73.4
2023-03-17 22:00:38,54,73.4
2023-03-17 22:00:49,54,73.4
2023-03-17 22:01:00,54,73.4
2023-03-17 22:01:11,54,73.4
2023-03-17 22:01:23,54,73.4
2023-03-17 22:01:34,54,73.4
2023-03-17 22:01:45,54,73.4
2023-03-17 22:01:56,54,73.4
2023-03-17 22:02:07,54,73.4
2023-03-17 22:02:18,54,73.4
2023-03-17 22:02:29,54,73.4
2023-03-17 22:02:40,54,73.4
2023-03-17 22:02:51,54,73.4
2023-03-17 22:03:03,54,73.4
2023-03-17 22:03:14,54,73.4
2023-03-17 22:03:25,54,73.4
2023-03-17 22:03:41,54,73.4
2023-03-17 22:03:52,54,73.4
2023-03-17 22:04:06,54,73.4
2023-03-17 22:04:19,54,73.4
2023-03-17 22:04:31,54,73.4
2023-03-17 22:04:41,54,73.4
2023-03-17 22:04:52,54,73.4
2023-03-17 22:05:03,54,73.4
2023-03-17 22:05:14,54,73.4
2023-03-17 22:05:25,54,73.4
2023-03-17 22:05:37,54,73.4
2023-03-17 22:05:48,54,73.4
2023-03-17 22:05:59,54,73.4
2023-03-17 22:06:13,54,73.4
2023-03-17 22:06:24,54,73.4
2023-03-17 22:06:35,54,73.4
2023-03-17 22:06:46,54,73.4
2023-03-17 22:06:57,54,73.4
2023-03-17 22:07:08,54,73.4
2023-03-17 22:07:19,54,73.4
2023-03-17 22:07:30,54,73.4
2023-03-17 22:07:41,54,73.4
2023-03-17 22:07:52,54,73.4
2023-03-17 23:38:42,53,73.4
2023-03-17 23:38:53,53,73.4
2023-03-17 23:39:04,53,73.4
2023-03-17 23:39:33,53,73.4
2023-03-17 23:39:44,53,73.4
2023-03-17 23:39:55,53,73.4
2023-03-17 23:40:06,53,73.4
2023-03-17 23:40:15,53,73.4
2023-03-17 23:49:37,53,73.4
2023-03-17 23:49:47,53,73.4
2023-03-18 05:01:16,46,69.80000000000001
2023-03-18 05:01:30,46,69.80000000000001
2023-03-18 05:01:41,46,69.80000000000001
2023-03-18 05:01:51,46,69.80000000000001
2023-03-18 05:02:02,46,69.80000000000001
2023-03-18 05:02:13,46,71.6
2023-03-18 05:02:24,46,71.6
2023-03-18 05:02:35,46,73.4
2023-03-18 05:02:46,46,75.2
2023-03-18 05:02:57,46,75.2
2023-03-18 05:03:07,46,75.2
2023-03-18 05:03:18,46,77.0
2023-03-18 05:03:29,46,77.0
2023-03-18 05:03:40,46,78.80000000000001
2023-03-18 05:03:51,46,78.80000000000001
2023-03-18 05:04:01,46,80.6
2023-03-18 05:04:12,46,80.6
2023-03-18 05:04:23,46,80.6
2023-03-18 05:04:34,46,82.4
2023-03-18 05:04:45,46,82.4
2023-03-18 05:04:56,46,82.4
2023-03-18 05:05:06,46,82.4
2023-03-18 05:05:17,46,82.4
2023-03-18 05:05:28,46,82.4
2023-03-18 05:05:41,46,82.4
2023-03-18 05:05:52,46,82.4
2023-03-18 05:06:06,46,82.4
2023-03-18 05:06:16,46,82.4
2023-03-18 05:06:27,46,82.4
2023-03-18 05:06:38,46,82.4
2023-03-18 05:06:49,46,82.4
2023-03-18 05:07:02,46,82.4
2023-03-18 05:07:13,46,82.4
2023-03-18 05:07:24,46,82.4
2023-03-18 05:07:35,46,82.4
2023-03-18 05:07:46,46,82.4
2023-03-18 05:07:57,46,82.4
2023-03-18 05:08:07,46,82.4
2023-03-18 05:08:18,46,82.4
2023-03-18 05:08:32,46,82.4
2023-03-18 05:08:45,46,82.4
2023-03-18 05:08:56,46,82.4
2023-03-18 05:09:07,46,82.4
2023-03-18 05:09:17,46,82.4
2023-03-18 05:09:28,46,84.2
2023-03-18 05:09:39,46,84.2
2023-03-18 05:09:50,46,84.2
2023-03-18 05:10:01,46,84.2
2023-03-18 05:10:11,46,84.2
2023-03-18 05:10:22,46,84.2
2023-03-18 05:10:33,46,84.2
2023-03-18 05:10:44,46,84.2
2023-03-18 05:10:55,46,84.2
2023-03-18 05:11:05,46,84.2
2023-03-18 05:11:16,46,84.2
2023-03-18 05:11:27,46,84.2
2023-03-18 05:11:38,46,84.2
2023-03-18 05:11:49,46,86.0
2023-03-18 05:12:00,46,86.0
2023-03-18 05:12:10,46,86.0
2023-03-18 05:12:21,46,86.0
2023-03-18 05:12:32,46,86.0
2023-03-18 05:12:43,46,87.80000000000001
2023-03-18 05:12:54,46,87.80000000000001
2023-03-18 05:13:04,46,87.80000000000001
2023-03-18 05:13:15,46,87.80000000000001
2023-03-18 05:13:26,46,87.80000000000001
2023-03-18 05:13:37,46,87.80000000000001
2023-03-18 05:13:48,46,87.80000000000001
2023-03-18 05:13:59,46,87.80000000000001
2023-03-18 05:14:09,46,87.80000000000001
2023-03-18 05:14:20,46,87.80000000000001
2023-03-18 05:14:31,46,87.80000000000001
2023-03-18 05:14:42,46,87.80000000000001
2023-03-18 05:14:55,46,87.80000000000001
2023-03-18 05:15:06,46,87.80000000000001
2023-03-18 05:15:17,46,87.80000000000001
2023-03-18 05:15:28,46,87.80000000000001
2023-03-18 05:15:38,46,87.80000000000001
2023-03-18 05:15:49,46,87.80000000000001
2023-03-18 05:16:00,46,87.80000000000001
2023-03-18 05:16:11,46,87.80000000000001
2023-03-18 05:16:22,46,87.80000000000001
2023-03-18 05:16:33,46,87.80000000000001
2023-03-18 05:16:44,46,87.80000000000001
2023-03-18 05:16:54,46,87.80000000000001
2023-03-18 05:17:05,46,87.80000000000001
2023-03-18 05:17:16,46,87.80000000000001
2023-03-18 05:17:27,46,87.80000000000001
2023-03-18 05:17:38,46,87.80000000000001
2023-03-18 05:17:49,46,87.80000000000001
2023-03-18 05:17:59,46,87.80000000000001
2023-03-18 05:18:10,46,87.80000000000001
2023-03-18 05:18:21,46,87.80000000000001
2023-03-18 05:18:32,46,87.80000000000001
2023-03-18 05:18:43,46,87.80000000000001
2023-03-18 05:18:54,46,87.80000000000001
2023-03-18 05:19:04,46,87.80000000000001
2023-03-18 05:19:15,46,87.80000000000001
2023-03-18 05:19:26,46,87.80000000000001
2023-03-18 05:19:37,46,87.80000000000001
2023-03-18 05:19:48,46,87.80000000000001
2023-03-18 05:19:59,46,87.80000000000001
2023-03-18 05:20:09,46,87.80000000000001
2023-03-18 09:43:04,58,73.4
2023-03-18 09:43:15,58,73.4
2023-03-18 09:43:25,58,73.4
2023-03-18 09:43:36,58,73.4
